"id","name","mimeType","modifiedTime","parentId","path","depth","isFolder"
"1BVFh00XcmJezL5laO6c-kc4jVSF044xrA8chLlbwZf0","Rite 1 Perception - Products Briefing (5 scans)","application/vnd.google-apps.document","2026-01-09T02:13:38.642Z","1VP8ae7QcPul5FABIWqu0IHY99HvHYKu7","/Drive/Growth/Products/3 Rites products/Rite 1 - Perception scanners/Rite 1 Perception - Products Briefing (5 scans)","5","false"
"1TbAYYP6y5q-lOy29NNq3C9baVGl2Q7dGudrnq5rIIJE","Episode 1 — What Is a Wave","application/vnd.google-apps.document","2025-12-28T00:35:49.485Z","1VeJKxQZXIeyR1lcYiy0tsgnCi0dbKOfH","/Drive/Growth/Content Library/Content/Waveforms Episodes/Waves episode one/Episode 1 — What Is a Wave","6","false"
"1hkukBLI453AKATqgtPmumBY8yZPZUivEMqDctyvbCgE","Waveforms Episode 1 loop concept (Amplitude)","application/vnd.google-apps.document","2025-12-27T23:24:33.104Z","1VeJKxQZXIeyR1lcYiy0tsgnCi0dbKOfH","/Drive/Growth/Content Library/Content/Waveforms Episodes/Waves episode one/Waveforms Episode 1 loop concept (Amplitude)","6","false"
"1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","Dinner Party 1-3","application/vnd.google-apps.folder","2026-01-06T14:45:54.161Z","127jp_L2e4eFYdSE4enoo8hKHWxlQL8Eu","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3","6","true"
"1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","Dinner Party Preparation 12_18","application/vnd.google-apps.folder","2026-01-06T14:45:54.147Z","127jp_L2e4eFYdSE4enoo8hKHWxlQL8Eu","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18","6","true"
"1MNujXXxMMWFBWMru91JkIc5vL8gsNOOF","Dinner party 12-25","application/vnd.google-apps.folder","2026-01-06T14:45:54.146Z","127jp_L2e4eFYdSE4enoo8hKHWxlQL8Eu","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner party 12-25","6","true"
"1FSDtkLo_r5n8mUQqMO6F0KKF6jE7hW1p","C0025.MP4","video/mp4","2026-01-05T20:07:28.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/C0025.MP4","7","false"
"1P3mGqLRg6i0iawaekRKf9GwOJb1K64TS","DSC00099.JPG","image/jpeg","2026-01-05T19:43:34.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00099.JPG","7","false"
"1vL4Q97V2gkVxnH56fY-YkZ5yKiZx9QPK","DSC00100.JPG","image/jpeg","2026-01-05T19:43:32.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00100.JPG","7","false"
"1q7fxuo97JMTj2JquNx0Z7oSEnwJ8_THY","DSC00097.JPG","image/jpeg","2026-01-05T19:43:32.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00097.JPG","7","false"
"1m70htQO6wruakZQBNEc2_A51xS4BOKrI","DSC00104.JPG","image/jpeg","2026-01-05T19:43:30.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00104.JPG","7","false"
"1upCYO8t0u8jWyUVHojonzRUaY7mxoVgy","DSC00103.JPG","image/jpeg","2026-01-05T19:43:28.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00103.JPG","7","false"
"19-F5PcN3LKVm-WNKWip0Q1v4F2n_1XHL","DSC00102.JPG","image/jpeg","2026-01-05T19:43:26.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00102.JPG","7","false"
"1h_WvD-jDYmHsRPbQwGqmbKWp1LXBiuFx","DSC00101.JPG","image/jpeg","2026-01-05T19:43:24.000Z","1o1VQV9GCfX-0uCGR2_WoU5Jx48kjc8tO","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party 1-3/DSC00101.JPG","7","false"
"1naYsdIHNvP2UHYp51HFYiF4aHmatxpI5","C0012.MP4","video/mp4","2025-12-22T13:38:28.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/C0012.MP4","7","false"
"1Ac_83jFBKhs9-BJuqqk8_4DYY3WNdKQg","C0011.MP4","video/mp4","2025-12-20T17:11:12.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/C0011.MP4","7","false"
"1Hm_VeCALXDPWPHq7pg8pxMlVDEVVR-o6","C0011(1).MP4","video/mp4","2025-12-19T20:22:28.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/C0011(1).MP4","7","false"
"1bEVAbbzVLL0XEwAqqtyZVSIljEmOef73","IMG_0294.HEIC","image/heif","2025-12-19T19:46:06.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/IMG_0294.HEIC","7","false"
"1sQgtqQtZFkhf7Gueiz14Bgl6PcEvafS-","DSC00055.JPG","image/jpeg","2025-12-19T19:46:04.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00055.JPG","7","false"
"1R7pRjP9qFG1PRFzrN8DY9TvqLZSPuJVD","DSC00055(1).JPG","image/jpeg","2025-12-19T19:46:02.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00055(1).JPG","7","false"
"1ccM5yR8Sj7fgEPLZcosguNpF76agJx-s","C0011(2).MP4","video/mp4","2025-12-19T15:22:28.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/C0011(2).MP4","7","false"
"1zEc6acFij-K7uTeBVvfDVI4saX9NH78m","C0015.MP4","video/mp4","2025-12-19T04:09:10.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/C0015.MP4","7","false"
"1WvJKk5UQjYnO6Xah1uMKOMwn2BGshTRL","IMG_0293.HEIC","image/heif","2025-12-19T03:19:20.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/IMG_0293.HEIC","7","false"
"1yAiQNRQrhJvcuaV1oIC-QbLK2OT8ECU5","DSC00048.JPG","image/jpeg","2025-12-19T03:19:18.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00048.JPG","7","false"
"17k0SLIjjsE3vqMbsN-G75XM_9wcAzQ5i","DSC00062.JPG","image/jpeg","2025-12-19T03:19:16.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00062.JPG","7","false"
"1DgT24Lpu_PP350bgKHTE7w6enfVEtR4a","DSC00051.JPG","image/jpeg","2025-12-19T03:19:16.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00051.JPG","7","false"
"1KRtRNcZa2ZPbka55sDXAUpal2dEa32AO","DSC00058.JPG","image/jpeg","2025-12-19T03:19:14.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00058.JPG","7","false"
"1q7Hy1W-gJrIa7j9vEmBNzgViHydu3QAl","DSC00052.JPG","image/jpeg","2025-12-19T03:19:12.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00052.JPG","7","false"
"1-lHWOO3Ax2DKgip-bKnngkjpzFjq9Ff8","DSC00053.JPG","image/jpeg","2025-12-19T03:19:10.000Z","1tJMe2HUjpEbZiaxeglS4UqBgOH19ELA8","/Drive/Growth/Events/Activated visionary/ACV - Event Media/Dinner Parties/Dinner Party Preparation 12_18/DSC00053.JPG","7","false"
